Hotel,Overall Rating,Total Reviews,Cleanliness,Staff and Service,Amenities,Property Conditions and Facilities,Eco-Friendliness
L'Ermitage Beverly Hills,9.6 out of 10 Exceptional,888 verified reviews,9.8/10,9.6/10,9.6/10,9.6/10,9.6/10
Royala Inn,7.6 out of 10 Good,110 verified reviews,7.6/10,7.8/10,6.2/10,7.6/10,7.0/10
Bestwestern Airport Plaza Inn Hotel – Los Angeles LAX,7.6 out of 10 Good,"1,002 verified reviews",7.8/10,8.2/10,7.2/10,7.2/10,7.2/10
Sheraton Universal Hotel,8.6 out of 10 Excellent,"3,283 verified reviews",8.8/10,9.0/10,8.8/10,8.8/10,8.8/10
Budget Inn San Gabriel,6.0 out of 10 Good,245 verified reviews,6.2/10,6.6/10,5.2/10,5.8/10,5.6/10
Best Western Plus Media Center Inn & Suites,8.4 out of 10 Very good,873 verified reviews,8.8/10,8.4/10,8.2/10,8.6/10,8.4/10
"Beverly Wilshire - Beverly Hills, A Four Seasons Hotel",9.2 out of 10 Wonderful,975 verified reviews,9.6/10,9.4/10,9.0/10,9.2/10,9.2/10
Hotel Del Flores,5.4 out of 10,822 verified reviews,5.4/10,6.2/10,5.6/10,4.6/10,6.4/10
Nite Inn,7.8 out of 10 Good,"1,002 verified reviews",8.2/10,8.6/10,7.0/10,7.6/10,7.8/10
Pasadena Hotel & Pool,8.8 out of 10 Excellent,"1,001 verified reviews",9.2/10,9.0/10,8.4/10,9.0/10,8.6/10
Geneva Motel,8.0 out of 10 Very good,829 verified reviews,8.4/10,8.0/10,7.6/10,7.8/10,8.2/10
Hotel Amarano Burbank - Hollywood,8.6 out of 10 Excellent,"1,001 verified reviews",9.0/10,9.0/10,8.4/10,8.8/10,8.8/10
"Motel 6 Rosemead, CA - Los Angeles",7.4 out of 10 Good,999 verified reviews,7.4/10,8.0/10,6.6/10,7.4/10,7.4/10
Economy Inn LAX,7.6 out of 10 Good,205 verified reviews,7.6/10,8.0/10,7.0/10,7.2/10,7.4/10
SpringHill Suites Los Angeles Burbank/Downtown,8.8 out of 10 Excellent,"1,000 verified reviews",9.0/10,9.0/10,8.6/10,9.0/10,8.4/10
DoubleTree by Hilton Los Angeles - Rosemead,8.0 out of 10 Very good,"1,001 verified reviews",8.4/10,8.4/10,7.8/10,8.0/10,8.2/10
Mission Motel Lynwood,7.2 out of 10 Good,104 verified reviews,7.2/10,7.2/10,7.0/10,7.0/10,7.4/10
"Hilton Garden Inn Burbank Downtown, CA",8.6 out of 10 Excellent,"1,001 verified reviews",9.2/10,8.8/10,8.8/10,9.0/10,8.4/10
Fairfield Inn & Suites Los Angeles Rosemead,8.6 out of 10 Excellent,281 verified reviews,9.2/10,9.0/10,9.0/10,9.0/10,9.0/10
Residence Inn by Marriott Los Angeles Burbank Downtown,8.8 out of 10 Excellent,671 verified reviews,9.2/10,9.0/10,8.4/10,9.0/10,8.8/10
Best Western Airpark Hotel-Los Angeles LAX Airport,7.8 out of 10 Good,"1,000 verified reviews",8.0/10,8.2/10,7.4/10,7.4/10,7.4/10
Hotel Burbank,8.6 out of 10 Excellent,"3,621 verified reviews",8.8/10,8.8/10,8.2/10,8.4/10,8.4/10
Tradewinds Hotel LAX Airport,4.8 out of 10,"1,000 verified reviews",4.8/10,5.2/10,4.4/10,4.4/10,4.0/10
Crestridge Inn,7.4 out of 10 Good,578 verified reviews,8.0/10,7.8/10,6.6/10,7.6/10,7.0/10
"Sea Breeze Inn - LAX Airport, Los Angeles",6.0 out of 10 Good,321 verified reviews,6.0/10,6.6/10,5.6/10,5.8/10,6.2/10
Maison 140,7.4 out of 10 Good,"1,001 verified reviews",7.8/10,8.0/10,6.8/10,7.0/10,7.0/10
Valley Hotel,7.2 out of 10 Good,553 verified reviews,7.0/10,7.6/10,6.8/10,6.8/10,7.4/10
Super 8 by Wyndham Inglewood/LAX/LA Airport,7.4 out of 10 Good,"1,000 verified reviews",7.8/10,7.6/10,7.0/10,7.6/10,7.4/10
Hollywood Inn Express LAX,8.0 out of 10 Very good,"1,413 verified reviews",8.4/10,8.4/10,7.2/10,8.0/10,7.8/10
El Royale Hotel Near Universal Studios,9.4 out of 10 Exceptional,"1,001 verified reviews",9.6/10,9.6/10,9.0/10,9.2/10,9.0/10
El Royale Gardens Near Universal Studios,9.6 out of 10 Exceptional,566 verified reviews,9.6/10,9.8/10,9.0/10,9.4/10,9.2/10
The Peninsula Beverly Hills,9.6 out of 10 Exceptional,496 verified reviews,9.8/10,9.8/10,9.4/10,9.8/10,9.4/10
Royal Century Hotel,5.8 out of 10,"1,000 verified reviews",6.0/10,6.4/10,5.0/10,5.4/10,5.4/10
"Motel 6 Pico Rivera, CA - Los Angeles",7.8 out of 10 Good,176 verified reviews,8.0/10,8.0/10,7.2/10,7.8/10,7.6/10
Waldorf Astoria Beverly Hills,9.2 out of 10 Wonderful,242 verified reviews,9.8/10,9.4/10,9.4/10,9.8/10,9.0/10
Days Inn by Wyndham Los Angeles LAX/VeniceBch/Marina DelRay,5.4 out of 10,"1,002 verified reviews",5.6/10,6.2/10,5.2/10,5.0/10,5.4/10
Howard Johnson by Wyndham Pasadena,7.4 out of 10 Good,"1,001 verified reviews",7.8/10,7.6/10,7.2/10,7.4/10,7.4/10
Epic Hotel,8.4 out of 10 Very good,"1,001 verified reviews",8.6/10,8.6/10,7.6/10,8.4/10,8.2/10
Palm Inn,7.0 out of 10 Good,83 verified reviews,7.2/10,7.2/10,5.8/10,6.8/10,6.8/10
"Hartford Hotel, BW Signature Collection",9.0 out of 10 Wonderful,"1,000 verified reviews",9.2/10,9.4/10,9.0/10,9.0/10,9.0/10
Mid City Inn and Suites,8.2 out of 10 Very good,215 verified reviews,8.0/10,8.2/10,7.8/10,8.0/10,8.0/10
The Beverly Hilton,8.6 out of 10 Excellent,"1,002 verified reviews",9.0/10,8.8/10,8.4/10,8.6/10,9.0/10
Courtyard by Marriott Los Angeles Westside,8.4 out of 10 Very good,"1,002 verified reviews",8.6/10,8.8/10,8.0/10,8.4/10,8.4/10
Kings Motel Inglewood,7.4 out of 10 Good,263 verified reviews,7.8/10,7.4/10,7.6/10,7.6/10,7.8/10
Four Points by Sheraton Los Angeles Westside,8.6 out of 10 Excellent,"1,002 verified reviews",9.0/10,8.8/10,8.6/10,9.0/10,8.8/10
Pico Rivera Inn and Suites,8.4 out of 10 Very good,499 verified reviews,8.2/10,8.6/10,7.8/10,8.4/10,8.4/10
Bokai Garden Hotel,5.0 out of 10,995 verified reviews,5.0/10,5.4/10,4.8/10,4.6/10,5.4/10
El Patio Inn,6.6 out of 10 Good,640 verified reviews,7.0/10,7.2/10,6.0/10,6.6/10,7.0/10
American Inn & Suites LAX,7.4 out of 10 Good,957 verified reviews,7.6/10,7.8/10,6.2/10,7.2/10,6.0/10
The Beverly Hills Hotel,9.8 out of 10 Exceptional,704 verified reviews,9.8/10,9.8/10,9.8/10,9.6/10,9.4/10
Welcome Inn,6.6 out of 10 Good,370 verified reviews,7.0/10,6.6/10,6.6/10,6.6/10,6.4/10
Hilton Los Angeles Culver City,8.0 out of 10 Very good,"1,002 verified reviews",8.6/10,8.4/10,7.6/10,8.0/10,8.2/10
Crystal Inn Suites & Spas,7.8 out of 10 Good,729 verified reviews,8.0/10,8.2/10,7.2/10,7.6/10,7.0/10
Culver City Hostel,7.8 out of 10 Good,41 verified reviews,7.8/10,8.0/10,7.4/10,7.4/10,7.0/10
Century Inn,5.2 out of 10,286 verified reviews,5.4/10,6.0/10,5.4/10,4.8/10,6.2/10
LYFE INN & SUITES by AGA - LAX Airport,7.4 out of 10 Good,506 verified reviews,7.4/10,7.8/10,6.8/10,7.2/10,7.2/10
Villa Inn & Suites,4.2 out of 10,19 verified reviews,4.0/10,4.2/10,5.0/10,4.2/10,4.4/10
Travelodge by Wyndham Burbank-Glendale,6.0 out of 10 Good,"1,003 verified reviews",6.2/10,7.0/10,5.6/10,5.6/10,5.4/10
Quality Inn & Suites Los Angeles Airport - LAX,7.2 out of 10 Good,"1,003 verified reviews",7.2/10,7.8/10,7.0/10,6.6/10,6.8/10
La Quinta Inn & Suites by Wyndham Inglewood,8.0 out of 10 Very good,"1,608 verified reviews",8.2/10,8.4/10,7.8/10,7.8/10,7.8/10
Best Western Plus Suites Hotel - Los Angeles LAX Airport,8.0 out of 10 Very good,"1,001 verified reviews",8.2/10,8.4/10,7.6/10,7.6/10,7.8/10
Travelodge by Wyndham Culver City,7.4 out of 10 Good,"1,002 verified reviews",8.0/10,7.8/10,7.0/10,7.2/10,7.0/10
Embassy Suites by Hilton Los Angeles Downey,7.6 out of 10 Good,"1,001 verified reviews",8.0/10,8.0/10,7.8/10,8.0/10,8.0/10
"Motel 6 Los Angeles, CA - Los Angeles - LAX",7.2 out of 10 Good,"4,365 verified reviews",7.4/10,7.6/10,6.6/10,7.2/10,7.2/10
Ramada by Wyndham Pasadena,6.4 out of 10 Good,"1,000 verified reviews",6.6/10,7.4/10,6.2/10,6.2/10,6.2/10
Garden Inn,6.8 out of 10 Good,517 verified reviews,7.0/10,7.2/10,6.2/10,6.4/10,6.6/10
Ramada by Wyndham Culver City,7.0 out of 10 Good,"1,002 verified reviews",7.6/10,7.8/10,6.4/10,7.0/10,7.2/10
Palms Motel,6.8 out of 10 Good,206 verified reviews,7.0/10,7.0/10,5.6/10,6.8/10,6.8/10
Howard Johnson Hotel & Suites by Wyndham Pico Rivera,6.8 out of 10 Good,"1,003 verified reviews",7.0/10,7.0/10,6.0/10,6.8/10,6.4/10
Hampton Inn Los Angeles Int'l Airport/Hawthorne,8.4 out of 10 Very good,"1,003 verified reviews",8.6/10,8.6/10,8.2/10,8.4/10,8.4/10
"Candlewood Suites LAX Hawthorne, an IHG Hotel",8.0 out of 10 Very good,806 verified reviews,8.4/10,8.4/10,7.6/10,8.2/10,7.6/10
"Holiday Inn Express Los Angeles Airport Hawthorne, an IHG Hotel",7.8 out of 10 Good,"1,029 verified reviews",7.8/10,8.2/10,7.8/10,7.6/10,7.8/10
"Hampton Inn Los Angeles Airport, CA",8.0 out of 10 Very good,16 verified reviews,7.8/10,8.0/10,8.0/10,7.6/10,8.4/10
Comfort Inn Cockatoo near LAX Airport,8.2 out of 10 Very good,"1,001 verified reviews",8.4/10,8.6/10,8.0/10,8.0/10,8.0/10
Hyland Inn Pasadena Civic Auditorium,8.2 out of 10 Very good,"1,001 verified reviews",8.4/10,8.6/10,7.6/10,8.0/10,7.8/10
Days Inn by Wyndham Downey,7.6 out of 10 Good,915 verified reviews,8.0/10,7.6/10,7.0/10,7.8/10,7.4/10
Patio Motel,6.4 out of 10 Good,364 verified reviews,6.4/10,6.6/10,6.0/10,6.2/10,6.6/10
SpringHill Suites by Marriott Los Angeles Downey,9.2 out of 10 Wonderful,233 verified reviews,9.4/10,9.4/10,9.2/10,9.4/10,9.4/10
La Casa Inn,6.4 out of 10 Good,"1,001 verified reviews",6.6/10,6.6/10,6.2/10,6.4/10,6.6/10
Astro Pasadena Hotel,8.4 out of 10 Very good,"1,001 verified reviews",8.6/10,8.6/10,7.8/10,8.4/10,8.2/10
Rodeway Inn & Suites Pasadena,7.4 out of 10 Good,"1,000 verified reviews",7.8/10,7.8/10,7.8/10,7.2/10,6.8/10
Extended Stay America Suites Los Angeles Burbank Airport,6.0 out of 10 Good,"1,004 verified reviews",6.4/10,7.0/10,5.6/10,6.0/10,6.0/10
Super 8 by Wyndham Pasadena/LA Area,7.4 out of 10 Good,"1,000 verified reviews",7.8/10,7.8/10,7.4/10,7.4/10,7.6/10
"Holiday Inn El Monte - Los Angeles, an IHG Hotel",9.0 out of 10 Wonderful,"1,000 verified reviews",9.2/10,9.2/10,8.8/10,9.2/10,9.0/10
El Rancho Inn Hawthorne,7.2 out of 10 Good,90 verified reviews,7.4/10,7.6/10,9.0/10,7.2/10,7.6/10
Ramada by Wyndham South El Monte,7.0 out of 10 Good,"1,001 verified reviews",7.2/10,7.6/10,6.6/10,6.6/10,7.2/10
Best Western Plus Gardena Inn & Suites,9.0 out of 10 Wonderful,"1,000 verified reviews",9.2/10,9.2/10,8.8/10,9.0/10,8.8/10
Quality Inn Downey,6.6 out of 10 Good,498 verified reviews,6.8/10,7.2/10,6.0/10,6.6/10,5.8/10
American Inn,7.2 out of 10 Good,549 verified reviews,8.0/10,6.6/10,7.2/10,7.8/10,7.6/10
TownePlace Suites by Marriott Los Angeles LAX/Hawthorne,8.8 out of 10 Excellent,"1,009 verified reviews",8.8/10,8.8/10,9.0/10,9.0/10,8.8/10
Quality Inn Burbank Airport,7.4 out of 10 Good,617 verified reviews,7.6/10,7.8/10,7.0/10,7.0/10,7.4/10
Los Angeles Marriott Burbank Airport,8.4 out of 10 Very good,"1,024 verified reviews",8.6/10,8.6/10,8.2/10,8.4/10,8.4/10
Ramada by Wyndham Burbank Airport,8.4 out of 10 Very good,"3,145 verified reviews",8.8/10,8.8/10,7.8/10,8.2/10,8.4/10
Deluxe Inn Hawthorne,7.8 out of 10 Good,565 verified reviews,8.0/10,8.0/10,7.2/10,7.8/10,7.6/10
Cambria Hotel Burbank Airport,9.4 out of 10 Exceptional,87 verified reviews,9.8/10,9.2/10,9.0/10,9.6/10,9.2/10
Hampton Inn & Suites LAX El Segundo,9.2 out of 10 Wonderful,"1,000 verified reviews",9.4/10,9.4/10,9.0/10,9.4/10,9.0/10
Hotel MDR Marina del Rey - a DoubleTree by Hilton,8.0 out of 10 Very good,"1,002 verified reviews",8.2/10,8.4/10,7.8/10,8.0/10,8.2/10
Embassy Suites by Hilton Los Angeles LAX South/El Segundo,7.4 out of 10 Good,"1,441 verified reviews",7.6/10,7.8/10,7.4/10,7.0/10,7.6/10
Sonesta Select Los Angeles LAX El Segundo,8.0 out of 10 Very good,"2,026 verified reviews",8.2/10,8.2/10,7.6/10,8.2/10,8.2/10
Fairfield Inn & Suites Los Angeles LAX/El Segundo,8.4 out of 10 Very good,"2,340 verified reviews",8.6/10,8.8/10,8.4/10,8.2/10,8.2/10
Marina del Rey Hotel,8.6 out of 10 Excellent,"1,000 verified reviews",9.2/10,8.8/10,8.6/10,9.0/10,8.8/10
"The Ritz-Carlton, Marina del Rey",8.8 out of 10 Excellent,"1,000 verified reviews",9.2/10,9.0/10,8.4/10,8.8/10,8.8/10
Le Méridien Pasadena Arcadia,8.8 out of 10 Excellent,742 verified reviews,9.4/10,9.0/10,8.8/10,9.4/10,9.0/10
Sonesta Select Los Angeles Torrance South Bay,8.6 out of 10 Excellent,"1,746 verified reviews",8.4/10,8.8/10,8.2/10,8.4/10,8.4/10
DoubleTree by Hilton Monrovia - Pasadena Area,8.8 out of 10 Excellent,"1,002 verified reviews",9.2/10,9.2/10,8.8/10,9.0/10,9.0/10
Hilton Santa Monica Hotel & Suites,8.2 out of 10 Very good,"1,000 verified reviews",8.8/10,8.8/10,8.0/10,8.4/10,8.6/10
Casa Del Mar,9.4 out of 10 Exceptional,783 verified reviews,9.6/10,9.4/10,9.4/10,9.4/10,9.2/10
Shutters on the Beach,9.2 out of 10 Wonderful,515 verified reviews,9.6/10,9.2/10,9.4/10,9.2/10,9.2/10
"Oceana Santa Monica, LXR Hotels & Resorts",9.0 out of 10 Wonderful,417 verified reviews,9.6/10,9.2/10,9.2/10,9.2/10,9.2/10
Lincoln Hotel Monterey Park Los Angeles,8.0 out of 10 Very good,926 verified reviews,7.8/10,8.2/10,7.6/10,7.6/10,7.6/10
Los Angeles Adventurer All Suite Hotel at LAX,4.4 out of 10,"1,004 verified reviews",4.6/10,5.4/10,4.4/10,4.2/10,3.8/10
Quality Inn Rosemead - Los Angeles,7.4 out of 10 Good,"1,000 verified reviews",7.4/10,7.6/10,7.0/10,7.2/10,6.6/10
Hollywood Historic Hotel,8.6 out of 10 Excellent,"1,002 verified reviews",9.0/10,9.0/10,7.8/10,8.4/10,8.4/10
MYstayLa,7.6 out of 10 Good,77 verified reviews,7.8/10,8.2/10,7.0/10,7.6/10,7.6/10
The Metric,9.4 out of 10 Exceptional,214 verified reviews,9.8/10,9.4/10,9.0/10,9.8/10,9.4/10
Holiday Lodge,6.0 out of 10 Good,465 verified reviews,6.2/10,6.8/10,5.8/10,5.6/10,6.6/10
Modern HomeStay,7.4 out of 10 Good,22 verified reviews,7.4/10,7.6/10,6.0/10,7.2/10,7.4/10
Boutique HomeStay,6.0 out of 10 Good,32 verified reviews,6.4/10,6.0/10,2.0/10,5.6/10,6.0/10
Stylish Hostel,6.6 out of 10 Good,16 verified reviews,6.6/10,7.0/10,2.0/10,6.6/10,7.6/10
The Rumi Hostel,7.6 out of 10 Good,173 verified reviews,7.6/10,7.8/10,7.6/10,7.6/10,7.6/10
Melrose Hostel,9.0 out of 10 Wonderful,218 verified reviews,9.0/10,9.2/10,8.6/10,8.8/10,9.0/10
The Steady,9.0 out of 10 Wonderful,86 verified reviews,8.6/10,9.2/10,9.0/10,8.6/10,8.0/10
Artist Housing - Hostel,7.4 out of 10 Good,3 verified reviews,6.0/10,8.0/10,8.0/10,8.0/10,9.0/10
Hotel Silver Lake,5.6 out of 10,"1,001 verified reviews",5.6/10,6.2/10,5.4/10,5.2/10,5.4/10
The Fly Inn,5.4 out of 10,171 verified reviews,5.2/10,6.0/10,6.0/10,5.2/10,7.6/10
