Hotel,Overall Rating,Total Reviews,Cleanliness,Staff and Service,Amenities,Property Conditions and Facilities,Eco-Friendliness
Glenstone Lodge,8.2 out of 10 Very good,"1,979 verified reviews",8.4/10,8.8/10,7.8/10,7.8/10,8.0/10
Country Cascades Waterpark Resort,8.6 out of 10 Excellent,"1,663 verified reviews",8.8/10,9.0/10,8.6/10,8.6/10,8.6/10
Hampton Inn & Suites Memphis East,8.6 out of 10 Excellent,970 verified reviews,8.8/10,9.0/10,8.0/10,8.4/10,8.0/10
Days Inn by Wyndham Holladay,8.0 out of 10 Very good,415 verified reviews,8.4/10,8.8/10,7.4/10,8.0/10,8.8/10
Days Inn by Wyndham Nashville Airport,6.6 out of 10 Good,"1,005 verified reviews",6.6/10,7.0/10,5.8/10,6.2/10,6.4/10
Embassy Suites Chattanooga / Hamilton Place,9.2 out of 10 Wonderful,"1,002 verified reviews",9.4/10,9.4/10,9.2/10,9.4/10,9.2/10
Hyatt House Nashville Downtown/Convention Center,8.6 out of 10 Excellent,"1,906 verified reviews",9.0/10,8.6/10,8.6/10,9.0/10,8.8/10
"Holiday Inn Express Hotel & Suites Knoxville West -Papermill, an IHG Hotel",8.8 out of 10 Excellent,595 verified reviews,9.2/10,9.2/10,8.6/10,9.0/10,8.4/10
Days Inn by Wyndham Jellico - Tennessee State Line,7.2 out of 10 Good,793 verified reviews,7.6/10,8.2/10,6.6/10,7.0/10,7.2/10
Best Western Murfreesboro,7.4 out of 10 Good,700 verified reviews,7.8/10,8.0/10,7.4/10,7.4/10,7.4/10
"LeConte Hotel & Convention Center, Ascend Hotel Collection",9.2 out of 10 Wonderful,"1,001 verified reviews",9.4/10,9.4/10,9.0/10,9.2/10,9.0/10
"Country Inn & Suites by Radisson, Clarksville, TN",7.8 out of 10 Good,"1,002 verified reviews",7.8/10,8.4/10,7.4/10,7.6/10,7.8/10
Hu. Hotel,8.2 out of 10 Very good,"1,002 verified reviews",8.4/10,8.6/10,7.4/10,8.2/10,7.8/10
Red Roof Inn Murfreesboro,8.0 out of 10 Very good,"1,005 verified reviews",8.0/10,8.6/10,7.4/10,7.8/10,7.8/10
Hampton Inn Pigeon Forge,9.0 out of 10 Wonderful,"1,001 verified reviews",9.2/10,9.2/10,9.2/10,9.2/10,9.0/10
MainStay Suites Chattanooga Hamilton Place,7.8 out of 10 Good,235 verified reviews,8.0/10,8.4/10,7.4/10,7.6/10,7.6/10
Baymont by Wyndham Jackson,6.8 out of 10 Good,"1,002 verified reviews",7.0/10,7.6/10,6.2/10,6.8/10,7.0/10
Red Roof Inn Clarksville,8.4 out of 10 Very good,"1,002 verified reviews",8.6/10,8.8/10,7.6/10,8.2/10,8.2/10
Margaritaville Resort Gatlinburg,9.6 out of 10 Exceptional,"1,634 verified reviews",9.8/10,9.6/10,9.6/10,9.8/10,9.6/10
Courtyard by Marriott Chattanooga Downtown,8.8 out of 10 Excellent,"1,002 verified reviews",9.0/10,9.2/10,8.2/10,8.6/10,8.6/10
Baymont by Wyndham Knoxville I-75,6.6 out of 10 Good,"1,003 verified reviews",6.8/10,7.2/10,6.4/10,6.4/10,6.6/10
La Quinta Inn & Suites by Wyndham Pigeon Forge,8.8 out of 10 Excellent,"1,001 verified reviews",8.8/10,9.2/10,9.0/10,8.8/10,8.8/10
Hospitality House Union City US 51,7.2 out of 10 Good,172 verified reviews,7.2/10,8.2/10,6.2/10,6.6/10,6.8/10
Best Western Plaza Inn,8.8 out of 10 Excellent,"1,003 verified reviews",8.8/10,9.0/10,8.6/10,8.6/10,8.6/10
"Holiday Inn Hotel & Suites Chattanooga Downtown, an IHG Hotel",8.8 out of 10 Excellent,"1,001 verified reviews",9.2/10,9.0/10,8.6/10,9.2/10,8.8/10
Red Roof Inn & Suites Knoxville East,7.8 out of 10 Good,"1,001 verified reviews",8.0/10,8.2/10,7.0/10,7.6/10,7.8/10
Comfort Inn & Suites Cookeville,8.4 out of 10 Very good,696 verified reviews,8.6/10,9.0/10,7.8/10,8.4/10,8.0/10
The Historic Gatlinburg Inn,8.8 out of 10 Excellent,"1,000 verified reviews",9.2/10,9.6/10,8.6/10,8.6/10,8.6/10
River Terrace Resort & Convention Center,7.8 out of 10 Good,"1,004 verified reviews",7.8/10,8.6/10,7.2/10,7.2/10,7.6/10
Accommodation By Willow Brook Lodge,9.2 out of 10 Wonderful,"1,003 verified reviews",9.0/10,9.4/10,9.0/10,8.8/10,9.0/10
Clarion Pointe Kimball,7.4 out of 10 Good,441 verified reviews,7.4/10,8.2/10,6.8/10,7.0/10,7.8/10
Gatlinburg River Inn,7.8 out of 10 Good,"1,000 verified reviews",7.8/10,8.2/10,7.2/10,7.4/10,7.8/10
Howard Johnson by Wyndham Jackson,6.8 out of 10 Good,"1,001 verified reviews",7.0/10,7.6/10,6.0/10,6.6/10,6.8/10
Comfort Suites Airport,8.0 out of 10 Very good,497 verified reviews,8.0/10,8.4/10,8.0/10,7.8/10,7.8/10
Microtel Inn & Suites by Wyndham Pigeon Forge,7.8 out of 10 Good,"1,008 verified reviews",8.0/10,8.2/10,7.6/10,8.0/10,8.2/10
Super 8 By Wyndham Pigeon Forge Downtown,8.6 out of 10 Excellent,397 verified reviews,8.8/10,8.8/10,7.8/10,8.4/10,8.4/10
Super 8 by Wyndham Murfreesboro,7.6 out of 10 Good,800 verified reviews,7.8/10,8.0/10,7.2/10,7.6/10,7.8/10
Best Western Heritage Inn,7.2 out of 10 Good,"1,003 verified reviews",7.4/10,8.0/10,6.8/10,7.2/10,6.6/10
Best Western Plus Atrium Inn & Suites,9.0 out of 10 Wonderful,986 verified reviews,9.2/10,9.2/10,8.4/10,9.0/10,8.6/10
Days Inn by Wyndham Chattanooga/Hamilton Place,7.6 out of 10 Good,"1,000 verified reviews",7.6/10,8.4/10,7.0/10,7.2/10,7.2/10
Hyatt Place Murfreesboro,9.2 out of 10 Wonderful,617 verified reviews,9.4/10,9.4/10,9.2/10,9.6/10,9.2/10
Plantation Oaks Suites & Inn,8.0 out of 10 Very good,918 verified reviews,8.2/10,8.6/10,7.4/10,8.0/10,7.4/10
"Country Inn & Suites by Radisson, Knoxville West, TN",7.2 out of 10 Good,"1,001 verified reviews",7.4/10,8.0/10,7.0/10,7.0/10,7.2/10
Best Western Plus Strawberry Inn & Suites,7.8 out of 10 Good,"1,000 verified reviews",8.0/10,8.2/10,7.6/10,7.8/10,7.6/10
"Vista Suites Pigeon Forge, SureStay Collection by BW",5.6 out of 10,23 verified reviews,5.8/10,6.4/10,4.8/10,5.6/10,5.8/10
La Quinta Inn & Suites by Wyndham Memphis Downtown,9.2 out of 10 Wonderful,"1,252 verified reviews",9.4/10,9.2/10,9.0/10,9.4/10,8.8/10
Super 8 by Wyndham Dickson,6.8 out of 10 Good,469 verified reviews,6.8/10,7.4/10,6.6/10,6.8/10,6.8/10
Baymont by Wyndham Pigeon Forge near Island Drive,8.4 out of 10 Very good,"1,004 verified reviews",8.6/10,9.0/10,8.0/10,8.0/10,8.2/10
"The Wayback, Pigeon Forge, A Tribute Portfolio Hotel",9.2 out of 10 Wonderful,164 verified reviews,9.4/10,9.6/10,9.2/10,9.2/10,9.2/10
"Candlewood Suites Murfreesboro, an IHG Hotel",8.4 out of 10 Very good,315 verified reviews,8.8/10,8.6/10,7.6/10,8.4/10,7.8/10
Baymont by Wyndham Murfreesboro,6.4 out of 10 Good,262 verified reviews,6.6/10,7.0/10,5.8/10,5.6/10,6.2/10
Athena Inn,7.8 out of 10 Good,"1,000 verified reviews",8.0/10,7.8/10,7.0/10,7.8/10,7.6/10
Reagan Resorts Inn,8.0 out of 10 Very good,"1,262 verified reviews",8.0/10,8.4/10,7.0/10,7.2/10,7.6/10
La Quinta Inn by Wyndham Pigeon Forge-Dollywood,8.8 out of 10 Excellent,"1,000 verified reviews",9.0/10,9.2/10,8.8/10,8.8/10,8.8/10
"Red Roof Inn & Suites Jackson, TN",6.2 out of 10 Good,670 verified reviews,6.6/10,7.0/10,6.6/10,6.0/10,6.8/10
Red Roof Inn PLUS+ & Suites Knoxville West-Cedar Bluff,7.4 out of 10 Good,"1,002 verified reviews",7.4/10,8.2/10,7.0/10,7.2/10,7.2/10
Best Western Plus Knoxville Cedar Bluff,8.6 out of 10 Excellent,"1,000 verified reviews",8.8/10,9.0/10,8.4/10,8.6/10,8.4/10
Crossroads Inn & Suites,7.6 out of 10 Good,"1,047 verified reviews",7.8/10,7.6/10,7.0/10,7.2/10,7.4/10
SureStay Plus Hotel by Best Western Jackson,7.0 out of 10 Good,614 verified reviews,7.2/10,8.0/10,6.2/10,6.6/10,6.4/10
Cumberland Gap Inn,8.0 out of 10 Very good,531 verified reviews,8.0/10,8.4/10,7.0/10,7.4/10,8.0/10
"Country Inn & Suites by Radisson, Knoxville at Cedar Bluff, TN",7.4 out of 10 Good,"1,000 verified reviews",7.4/10,8.2/10,7.0/10,7.0/10,7.2/10
Red Roof Inn Dandridge,7.6 out of 10 Good,532 verified reviews,7.4/10,8.4/10,7.2/10,7.2/10,7.2/10
Best Western Plus Gen X Inn,7.8 out of 10 Good,"1,004 verified reviews",8.4/10,8.4/10,7.2/10,8.0/10,7.4/10
Extended Stay Suites Cookeville - Tennessee Tech,6.2 out of 10 Good,345 verified reviews,6.6/10,6.6/10,6.0/10,6.4/10,6.8/10
Red Roof Inn Knoxville Central - Papermill Road,6.8 out of 10 Good,"1,001 verified reviews",6.6/10,8.0/10,6.4/10,6.4/10,6.6/10
Baymont by Wyndham Cookeville,7.6 out of 10 Good,821 verified reviews,7.6/10,8.2/10,6.8/10,7.2/10,7.2/10
Riverchase Lodge,6.0 out of 10 Good,"1,005 verified reviews",6.0/10,7.0/10,5.8/10,5.6/10,6.0/10
Ramada by Wyndham Pigeon Forge North,8.6 out of 10 Excellent,"1,002 verified reviews",8.6/10,9.0/10,8.2/10,8.4/10,8.6/10
Travelodge by Wyndham Pigeon Forge Dollywood Lane,8.6 out of 10 Excellent,512 verified reviews,8.8/10,9.0/10,8.0/10,8.6/10,8.6/10
"Red Roof Inn Etowah - Athens, TN",8.6 out of 10 Excellent,621 verified reviews,8.8/10,8.8/10,7.8/10,8.4/10,8.2/10
The Inn at Christmas Place,9.8 out of 10 Exceptional,466 verified reviews,9.8/10,9.8/10,9.8/10,9.8/10,9.8/10
Quality Inn & Suites Germantown North,6.8 out of 10 Good,750 verified reviews,6.8/10,7.8/10,6.4/10,6.4/10,6.4/10
"Country Inn & Suites by Radisson, Pigeon Forge South, TN",8.2 out of 10 Very good,"1,002 verified reviews",8.0/10,8.6/10,7.8/10,8.0/10,8.2/10
Super 8 by Wyndham Clarksville Northeast,7.8 out of 10 Good,833 verified reviews,8.2/10,8.4/10,6.8/10,7.8/10,7.6/10
Ramada by Wyndham Lebanon,7.0 out of 10 Good,836 verified reviews,7.2/10,7.8/10,6.8/10,6.8/10,7.2/10
Ramada by Wyndham Murfreesboro,6.8 out of 10 Good,"1,000 verified reviews",6.8/10,7.6/10,6.0/10,6.2/10,6.2/10
"Country Inn & Suites by Radisson, Gatlinburg, TN",8.2 out of 10 Very good,"1,002 verified reviews",8.2/10,8.6/10,7.4/10,8.0/10,8.0/10
Hotel Pigeon Forge,6.6 out of 10 Good,"1,000 verified reviews",6.6/10,7.2/10,6.2/10,6.2/10,6.2/10
Country Town N Suites,7.2 out of 10 Good,525 verified reviews,7.4/10,7.8/10,6.8/10,6.8/10,7.6/10
Microtel Inn & Suites by Wyndham Clarksville,6.6 out of 10 Good,547 verified reviews,6.8/10,7.8/10,6.2/10,6.4/10,7.4/10
Econo Lodge Pigeon Forge Riverside,8.6 out of 10 Excellent,"1,394 verified reviews",8.6/10,8.8/10,8.6/10,8.4/10,8.6/10
Belle Aire Motel,7.0 out of 10 Good,"1,000 verified reviews",7.2/10,8.0/10,6.0/10,6.4/10,6.8/10
Baymont by Wyndham Clinton,7.2 out of 10 Good,"1,001 verified reviews",7.2/10,8.0/10,6.2/10,7.0/10,6.4/10
Super 8 by Wyndham Pigeon Forge Dollywood Lane,8.4 out of 10 Very good,"1,004 verified reviews",8.6/10,8.8/10,7.8/10,8.2/10,8.2/10
Red Roof Inn & Suites Pigeon Forge - Parkway,7.4 out of 10 Good,"1,004 verified reviews",7.6/10,7.8/10,6.8/10,7.0/10,7.2/10
"Motel 6 White House, TN",7.2 out of 10 Good,671 verified reviews,7.0/10,8.0/10,6.2/10,7.0/10,7.2/10
Super 8 by Wyndham Knoxville North/Powell,6.6 out of 10 Good,586 verified reviews,6.6/10,7.4/10,5.8/10,6.4/10,5.6/10
Extended Stay America Suites Memphis Germantown,6.6 out of 10 Good,819 verified reviews,6.8/10,7.4/10,6.2/10,6.8/10,7.2/10
Super 8 by Wyndham Johnson City,6.8 out of 10 Good,514 verified reviews,6.8/10,7.4/10,7.0/10,6.6/10,7.4/10
Quality Inn And Suites Dollywood,8.0 out of 10 Very good,"1,000 verified reviews",8.2/10,8.6/10,7.4/10,7.6/10,7.4/10
Days Inn & Suites by Wyndham Collierville Germantown Area,6.2 out of 10 Good,299 verified reviews,6.0/10,7.0/10,5.6/10,5.8/10,5.8/10
SureStay Plus Hotel by Best Western Gatlinburg,8.0 out of 10 Very good,"1,002 verified reviews",7.8/10,8.4/10,7.4/10,7.6/10,7.8/10
Canopy by Hilton Memphis Downtown,8.6 out of 10 Excellent,879 verified reviews,9.0/10,8.8/10,8.6/10,9.2/10,9.0/10
"Studio 6 Memphis, TN – East Memphis",6.6 out of 10 Good,531 verified reviews,6.6/10,7.4/10,6.4/10,6.6/10,6.0/10
Baymont by Wyndham Sevierville Pigeon Forge,6.2 out of 10 Good,"1,001 verified reviews",6.2/10,6.8/10,6.0/10,6.0/10,6.2/10
Hilton Vacation Club Bent Creek Golf Village Gatlinburg,9.2 out of 10 Wonderful,944 verified reviews,9.4/10,9.2/10,9.2/10,9.4/10,9.4/10
Days Inn & Suites by Wyndham Downtown Gatlinburg Parkway,6.2 out of 10 Good,"1,001 verified reviews",6.2/10,7.0/10,5.6/10,5.4/10,6.6/10
The Lodge at Lookout Mountain,9.2 out of 10 Wonderful,89 verified reviews,9.6/10,9.4/10,8.4/10,9.2/10,8.8/10
The Park Vista - a DoubleTree by Hilton Hotel - Gatlinburg,8.8 out of 10 Excellent,"1,170 verified reviews",8.8/10,9.0/10,8.4/10,8.6/10,8.8/10
Super 8 by Wyndham Athens,7.4 out of 10 Good,384 verified reviews,7.4/10,8.2/10,6.6/10,6.8/10,6.8/10
Days Inn by Wyndham Clarksville North,7.0 out of 10 Good,936 verified reviews,7.0/10,7.6/10,7.0/10,6.8/10,7.2/10
Red Roof Inn Memphis East,6.2 out of 10 Good,"1,000 verified reviews",6.6/10,6.8/10,5.8/10,6.0/10,5.4/10
The Smokehouse Lodge and Cabins,8.2 out of 10 Very good,"1,004 verified reviews",8.0/10,8.8/10,7.4/10,7.6/10,7.8/10
Westgate Smoky Mountain Resort & Water Park,8.4 out of 10 Very good,"1,006 verified reviews",9.0/10,8.6/10,8.4/10,8.8/10,8.6/10
Wilderness at the Smokies - Stone Hill Lodge,8.4 out of 10 Very good,"2,512 verified reviews",8.4/10,8.6/10,8.4/10,8.2/10,8.4/10
RiverStone Condo Resort & Spa,9.4 out of 10 Exceptional,"1,003 verified reviews",9.4/10,9.2/10,9.2/10,9.4/10,9.4/10
La Quinta Inn & Suites by Wyndham Memphis Primacy Parkway,5.6 out of 10,"1,002 verified reviews",5.6/10,6.6/10,5.4/10,5.2/10,5.4/10
Super 8 by Wyndham Knoxville Downtown Area,6.0 out of 10 Good,"1,002 verified reviews",6.0/10,6.8/10,5.0/10,5.6/10,6.0/10
MainStay Suites Gatlinburg Downtown Area,7.8 out of 10 Good,59 verified reviews,8.6/10,8.2/10,7.8/10,8.4/10,8.6/10
Rodeway Inn & Suites,7.0 out of 10 Good,585 verified reviews,7.6/10,7.4/10,6.2/10,7.2/10,6.6/10
Sonesta Simply Suites Memphis East Poplar Pike,7.8 out of 10 Good,"1,000 verified reviews",8.2/10,8.2/10,7.8/10,8.0/10,5.4/10
Sonesta Simply Suites Memphis,6.0 out of 10 Good,391 verified reviews,6.2/10,6.8/10,6.4/10,5.8/10,4.8/10
River Bend Inn,7.8 out of 10 Good,"1,000 verified reviews",8.2/10,8.0/10,7.8/10,7.8/10,8.4/10
Laurel Inn Condominium,8.6 out of 10 Excellent,"1,004 verified reviews",9.0/10,9.0/10,8.0/10,8.4/10,8.6/10
Olde Gatlinburg Rentals,7.8 out of 10 Good,521 verified reviews,7.8/10,8.0/10,7.8/10,7.4/10,8.2/10
Timbers Lodge,7.4 out of 10 Good,"1,004 verified reviews",7.4/10,7.8/10,7.0/10,7.0/10,7.8/10
Econo Lodge Inn And Suites Dickson,8.2 out of 10 Very good,566 verified reviews,8.4/10,8.6/10,8.2/10,8.2/10,8.6/10
Mountain Breeze Motel,9.4 out of 10 Exceptional,795 verified reviews,9.6/10,9.6/10,8.8/10,9.0/10,9.0/10
