Hotel,Overall Rating,Total Reviews,Cleanliness,Staff and Service,Amenities,Property Conditions and Facilities,Eco-Friendliness
Sonesta ES Suites Tucson,8.0 out of 10 Very good,"1,002 verified reviews",8.0/10,8.6/10,7.6/10,7.8/10,7.6/10
Arizona Grand Resort & Spa,8.0 out of 10 Very good,"1,425 verified reviews",8.0/10,8.2/10,7.8/10,7.8/10,7.8/10
Drury Inn & Suites Phoenix Happy Valley,9.6 out of 10 Exceptional,"1,001 verified reviews",9.6/10,9.8/10,9.6/10,9.8/10,9.4/10
Willcox Extended Residence Inn & Suites,8.2 out of 10 Very good,73 verified reviews,8.4/10,9.2/10,7.4/10,7.8/10,7.4/10
Days Inn by Wyndham Bullhead City,7.2 out of 10 Good,"1,002 verified reviews",7.2/10,8.2/10,7.0/10,6.8/10,7.0/10
Super 8 by Wyndham Kingman,7.0 out of 10 Good,"1,002 verified reviews",7.0/10,7.4/10,6.2/10,6.6/10,6.8/10
Quality Inn Near Grand Canyon,8.6 out of 10 Excellent,"1,000 verified reviews",8.8/10,8.8/10,8.0/10,8.4/10,8.2/10
Premier Inns Metro Center,5.8 out of 10,"1,152 verified reviews",5.6/10,6.6/10,5.2/10,5.4/10,5.8/10
Greenway Manor,9.4 out of 10 Exceptional,216 verified reviews,9.4/10,9.2/10,8.8/10,9.2/10,8.8/10
"Country Inn & Suites by Radisson, Tucson Airport, AZ",9.0 out of 10 Wonderful,"1,209 verified reviews",9.2/10,9.4/10,8.8/10,8.8/10,8.8/10
Courtyard by Marriott Lake Powell,8.2 out of 10 Very good,"1,002 verified reviews",8.6/10,8.2/10,8.0/10,8.2/10,8.2/10
Super 8 by Wyndham Quartzsite AZ,7.0 out of 10 Good,255 verified reviews,7.8/10,8.0/10,6.8/10,7.0/10,7.4/10
Copper Queen Hotel,7.6 out of 10 Good,"1,002 verified reviews",7.8/10,8.0/10,6.8/10,7.2/10,7.0/10
Best Western Royal Sun Inn & Suites,8.2 out of 10 Very good,"1,004 verified reviews",8.6/10,8.8/10,8.0/10,8.0/10,8.0/10
The Wigwam,8.8 out of 10 Excellent,"1,002 verified reviews",9.0/10,9.0/10,8.8/10,8.6/10,8.6/10
Relax Inn Motel,8.4 out of 10 Very good,"1,030 verified reviews",8.6/10,8.8/10,7.2/10,8.2/10,8.0/10
COPPER STAY INN Benson AZ I-10 Exit 304,8.4 out of 10 Very good,485 verified reviews,8.6/10,8.8/10,7.4/10,8.0/10,8.2/10
"Motel 6 Flagstaff, AZ - Butler",7.0 out of 10 Good,"1,083 verified reviews",7.4/10,7.4/10,6.4/10,6.8/10,7.0/10
Reed's Lodge,8.4 out of 10 Very good,760 verified reviews,8.6/10,9.2/10,7.4/10,8.0/10,8.0/10
Best Western InnSuites Tucson Foothills Hotel & Suites,8.0 out of 10 Very good,"1,039 verified reviews",8.0/10,8.6/10,8.0/10,7.6/10,8.0/10
Extended Stay America Suites Tucson Grant Road,6.8 out of 10 Good,"1,002 verified reviews",7.0/10,7.4/10,6.8/10,6.8/10,7.4/10
Extended Stay America Suites Phoenix Peoria,6.6 out of 10 Good,"1,000 verified reviews",7.0/10,7.4/10,5.6/10,6.8/10,6.6/10
Comfort Inn Near Grand Canyon,8.6 out of 10 Excellent,"1,003 verified reviews",8.6/10,8.8/10,8.2/10,8.4/10,8.4/10
Canyon Motel and RV Park,8.2 out of 10 Very good,617 verified reviews,8.2/10,8.6/10,8.2/10,7.8/10,8.2/10
Grand Canyon Railway Hotel,8.8 out of 10 Excellent,"1,105 verified reviews",9.0/10,9.0/10,8.4/10,8.8/10,8.8/10
The Wilde Resort and Spa,9.2 out of 10 Wonderful,402 verified reviews,9.6/10,9.4/10,9.2/10,9.4/10,9.2/10
Super 8 by Wyndham Show Low,7.4 out of 10 Good,"1,000 verified reviews",7.8/10,7.8/10,6.6/10,7.2/10,7.2/10
The Carrick,9.0 out of 10 Wonderful,25 verified reviews,9.6/10,9.0/10,9.8/10,8.6/10,9.2/10
Deluxe Inn Motel,8.0 out of 10 Very good,581 verified reviews,8.2/10,8.6/10,8.0/10,7.6/10,8.4/10
Best Western Phoenix Goodyear Inn,7.6 out of 10 Good,"1,000 verified reviews",7.8/10,8.4/10,7.4/10,7.2/10,7.6/10
Rose's Motel,8.6 out of 10 Excellent,435 verified reviews,9.0/10,9.4/10,7.8/10,8.2/10,8.4/10
Sonesta Suites Scottsdale Gainey Ranch,8.8 out of 10 Excellent,"1,000 verified reviews",8.8/10,9.0/10,8.4/10,8.8/10,8.6/10
Lantern Light Inn - Romantic Getaway,9.2 out of 10 Wonderful,849 verified reviews,9.6/10,9.4/10,9.0/10,9.2/10,9.0/10
Arabella Hotel Sedona,9.0 out of 10 Wonderful,"2,038 verified reviews",9.0/10,9.2/10,8.8/10,8.6/10,8.8/10
Howard Johnson by Wyndham Flagstaff University West,6.2 out of 10 Good,"1,001 verified reviews",6.6/10,6.8/10,5.8/10,5.8/10,6.2/10
Super 8 by Wyndham Williams West Route 66/Grand Canyon Area,6.2 out of 10 Good,669 verified reviews,6.4/10,7.2/10,5.8/10,5.8/10,6.2/10
Best Western Green Valley Inn,8.4 out of 10 Very good,"1,002 verified reviews",8.4/10,8.8/10,8.2/10,7.8/10,7.8/10
Extend -a -Suites Mesa,5.6 out of 10,405 verified reviews,5.6/10,6.0/10,4.8/10,5.4/10,5.4/10
Hyatt Regency Scottsdale Resort and Spa at Gainey Ranch,8.8 out of 10 Excellent,"1,002 verified reviews",9.2/10,9.0/10,8.8/10,9.0/10,8.8/10
Days Inn Tucson City Center,6.4 out of 10 Good,"1,002 verified reviews",6.4/10,7.6/10,5.8/10,5.8/10,6.2/10
Howard Johnson by Wyndham Yuma,7.4 out of 10 Good,"1,006 verified reviews",7.8/10,8.2/10,7.0/10,7.0/10,7.4/10
"The Scottsdale Resort & Spa, Curio Collection by Hilton",8.2 out of 10 Very good,"1,001 verified reviews",8.6/10,8.8/10,8.0/10,8.2/10,8.4/10
Extend A Suites Tempe,5.2 out of 10,"1,011 verified reviews",5.2/10,6.2/10,4.6/10,4.8/10,5.2/10
Hilton Vacation Club Rancho Manana Phoenix/Cave Creek,9.6 out of 10 Exceptional,"1,001 verified reviews",9.6/10,9.6/10,9.2/10,9.4/10,9.0/10
Highland Country Inn,9.2 out of 10 Wonderful,"1,000 verified reviews",9.2/10,9.4/10,8.0/10,8.8/10,8.4/10
Westward Look Wyndham Grand Resort and Spa,8.6 out of 10 Excellent,"1,003 verified reviews",9.0/10,8.8/10,8.6/10,8.4/10,8.8/10
Highlander Motel,8.0 out of 10 Very good,606 verified reviews,8.4/10,8.6/10,7.4/10,7.6/10,8.2/10
"Arroyo Pinion Hotel, Ascend Hotel Collection",8.4 out of 10 Very good,"1,004 verified reviews",8.6/10,8.8/10,7.8/10,8.2/10,8.2/10
"Holiday Inn Express Sierra Vista, an IHG Hotel",9.0 out of 10 Wonderful,373 verified reviews,9.4/10,9.0/10,9.2/10,9.0/10,8.6/10
A Sunset Chateau,9.6 out of 10 Exceptional,642 verified reviews,9.8/10,9.6/10,9.4/10,9.6/10,9.4/10
Quality Inn Winslow I-40,6.2 out of 10 Good,"1,001 verified reviews",6.2/10,6.4/10,5.6/10,5.8/10,5.8/10
Courtyard by Marriott Tucson Airport,8.4 out of 10 Very good,914 verified reviews,8.8/10,8.8/10,8.4/10,8.8/10,8.8/10
Travelodge by Wyndham Tucson AZ,6.2 out of 10 Good,643 verified reviews,6.4/10,7.2/10,5.4/10,6.0/10,6.0/10
Knights Inn Sierra Vista,7.6 out of 10 Good,556 verified reviews,7.8/10,8.4/10,7.4/10,7.2/10,7.4/10
Rodeway Inn Flagstaff East Route 66,6.8 out of 10 Good,687 verified reviews,7.2/10,7.4/10,6.2/10,6.4/10,6.4/10
"Hyatt Vacation Club at Pinon Pointe, Sedona",8.6 out of 10 Excellent,840 verified reviews,9.2/10,8.8/10,8.6/10,8.8/10,8.2/10
American Regency Inn,7.6 out of 10 Good,"1,000 verified reviews",7.8/10,7.8/10,6.6/10,7.0/10,6.8/10
Ramada by Wyndham Tucson,6.8 out of 10 Good,"1,001 verified reviews",6.8/10,7.8/10,6.4/10,6.2/10,6.4/10
Red Roof Inn Tucson Downtown – University,6.6 out of 10 Good,"1,002 verified reviews",6.8/10,7.2/10,5.8/10,6.2/10,6.6/10
Travelodge by Wyndham Yuma,7.8 out of 10 Good,452 verified reviews,8.2/10,8.4/10,7.6/10,8.0/10,7.8/10
"Holiday Inn Club Vacations Scottsdale Resort, an IHG Hotel",9.0 out of 10 Wonderful,"1,004 verified reviews",9.2/10,9.0/10,8.8/10,9.0/10,8.6/10
Casitas at Sabino Springs,9.4 out of 10 Exceptional,303 verified reviews,9.4/10,8.8/10,9.6/10,9.4/10,9.0/10
Days Inn by Wyndham Kingman East,5.6 out of 10,"1,003 verified reviews",5.4/10,6.6/10,5.2/10,5.0/10,5.4/10
Budgetel Inn & Suites Yuma,6.8 out of 10 Good,"1,000 verified reviews",7.0/10,7.4/10,6.2/10,6.6/10,6.4/10
The Aloha,8.4 out of 10 Very good,187 verified reviews,9.2/10,8.6/10,8.4/10,8.8/10,8.8/10
"Sheraton Desert Oasis Villas, Scottsdale",9.2 out of 10 Wonderful,753 verified reviews,9.4/10,9.2/10,9.0/10,9.4/10,8.6/10
The L Motel,6.4 out of 10 Good,653 verified reviews,6.2/10,7.6/10,5.8/10,5.4/10,6.2/10
Hilton Vacation Club Sedona Summit,8.4 out of 10 Very good,"1,308 verified reviews",9.0/10,8.6/10,8.2/10,8.6/10,8.4/10
Papago Motor Hotel,7.8 out of 10 Good,425 verified reviews,8.8/10,8.0/10,7.4/10,8.2/10,8.0/10
Matterhorn Inn,9.6 out of 10 Exceptional,"1,032 verified reviews",9.8/10,9.4/10,9.0/10,9.6/10,9.4/10
Landmark Lookout Lodge,7.6 out of 10 Good,"1,001 verified reviews",7.8/10,8.0/10,6.6/10,7.2/10,7.0/10
Voyager Resort Inn,8.6 out of 10 Excellent,629 verified reviews,9.0/10,8.6/10,9.0/10,8.6/10,8.8/10
Canoa Ranch Golf Resort,8.2 out of 10 Very good,484 verified reviews,8.6/10,8.6/10,7.6/10,8.0/10,8.4/10
Comfort Suites at Sabino Canyon,8.2 out of 10 Very good,"1,000 verified reviews",8.4/10,8.6/10,7.8/10,8.0/10,8.0/10
